Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1925;Кружка фарфоровая с кошками «Прятки»;;"Хочу для дома:посуда;Рабочее место:закрыто на обед)";638;0;Рубли;0;5;1;шт.;;;Котики;;Прятки;;"1925_1.jpg;1925_2.jpg;1925_3.jpg";Henry Cats and Friends;;;;;HBM2-4A;Хочу для дома:;посуда;Рабочее место:;закрыто на обед);;;2.64;12.276;9.82;4.71531E+12;"8.1D*11.2*8.9 H cm
8oz"
#1926;Сумка-холодильник для ланча «Собачки Генри» с собачками;;"Рабочее место:закрыто на обед);Возьму с собой:в дорогу и в авто";1269;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1926_1.jpg;1926_2.jpg;1926_3.jpg";Henry Cats and Friends;;;;;HLB1-16A;Рабочее место:;закрыто на обед);Возьму с собой:;в дорогу и в авто;;;4.2;19.53;19.53;4.71531E+12;"21 x 21 x 11 cm
Handle 13 cm"
#1927;Кружка-термос с двойными фарфоровыми стенками и силиконовой крышкой Белла;;"Рабочее место:закрыто на обед);Хочу для дома:посуда;Возьму с собой:в дорогу и в авто";967;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1927_1.jpg;1927_2.jpg;1927_3.jpg";Henry Cats and Friends;;;;;HMU4-CA011;Рабочее место:;закрыто на обед);Хочу для дома:;посуда;Возьму с собой:;в дорогу и в авто;3.2;14.88;14.88;4.71531E+12;D9 x H13.6 x B6.2cm
#1928;Кружка-термос с двойными фарфоровыми стенками и силиконовой крышкой Хенна;;"Рабочее место:закрыто на обед);Хочу для дома:посуда;Возьму с собой:в дорогу и в авто";967;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1928_1.jpg;1928_2.jpg;1928_3.jpg";Henry Cats and Friends;;;;;HMU4-CA028;Рабочее место:;закрыто на обед);Хочу для дома:;посуда;Возьму с собой:;в дорогу и в авто;3.2;14.88;14.88;4.71531E+12;D9 x H13.6 x B6.2cm
#1929;Кружка-термос с двойными фарфоровыми стенками и силиконовой крышкой Эдди;;"Рабочее место:закрыто на обед);Хочу для дома:посуда;Возьму с собой:в дорогу и в авто";967;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1929_1.jpg;1929_2.jpg;1929_3.jpg";Henry Cats and Friends;;;;;HMU4-CA029;Рабочее место:;закрыто на обед);Хочу для дома:;посуда;Возьму с собой:;в дорогу и в авто;3.2;14.88;14.88;4.71531E+12;D9 x H13.6 x B6.2cm
#1930;Термокружка с двойными фарфоровыми стенками и силиконовой крышкой Денни;;"Рабочее место:закрыто на обед);Хочу для дома:посуда;Возьму с собой:в дорогу и в авто";967;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1930_1.jpg;1930_2.jpg;1930_3.jpg";Henry Cats and Friends;;;;;HMU4-DO006;Рабочее место:;закрыто на обед);Хочу для дома:;посуда;Возьму с собой:;в дорогу и в авто;3.2;14.88;14.88;4.71531E+12;D9 x H13.6 x B6.2cm
#1931;Пилюльница для мелочевки и таблеток Белла;;"Возьму с собой:в сумку или сумочку;Хочу для дома:хобби";393;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1931_1.jpg;1931_2.jpg;1931_3.jpg";Henry Cats and Friends;;;;;HPB2-CA011;Возьму с собой:;в сумку или сумочку;Хочу для дома:;хобби;;;1.3;6.045;6.05;4.71531E+12;6xH2cm
#1932;Коробочка-пилюльница кошечка Эдди;;"Возьму с собой:в сумку или сумочку;Хочу для дома:хобби";393;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;;Котик Эдди;"1932_1.jpg;1932_2.jpg;1932_3.jpg";Henry Cats and Friends;;;;;HPB2-CA029;Возьму с собой:;в сумку или сумочку;Хочу для дома:;хобби;;;1.3;6.045;6.05;4.71531E+12;6xH2cm
#1933;Коробочка-пилюльница кошечка Алина;;"Возьму с собой:в сумку или сумочку;Хочу для дома:хобби";393;0;Рубли;0;5;1;шт.;Девочки;Лев;Котики;;;Кошечка Алина;"1933_1.jpg;1933_2.jpg;1933_3.jpg";Henry Cats and Friends;;;;;HPB2-CA030;Возьму с собой:;в сумку или сумочку;Хочу для дома:;хобби;;;1.3;6.045;6.05;4.71531E+12;6xH2cm
#1934;Коробочка для таблеток кошка Бонни;;"Возьму с собой:в сумку или сумочку;Хочу для дома:хобби";393;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошечка Бонни;"1934_1.jpg;1934_2.jpg;1934_3.jpg";Henry Cats and Friends;;;;;HPB2-CA031;Возьму с собой:;в сумку или сумочку;Хочу для дома:;хобби;;;1.3;6.045;6.05;4.71531E+12;6xH2cm
#1935;Коробочка для мелочей щенок Денни;;"Возьму с собой:в сумку или сумочку;Хочу для дома:хобби";393;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1935_1.jpg;1935_2.jpg;1935_3.jpg";Henry Cats and Friends;;;;;HPB2-DO006;Возьму с собой:;в сумку или сумочку;Хочу для дома:;хобби;;;1.3;6.045;6.05;4.71531E+12;6xH2cm
#1936;Косметичка увеличенного размера влагозащищенная «Прятки»;;"Возьму с собой:косметички;Возьму с собой:в дорогу и в авто;Рабочее место:папки для документов";436;0;Рубли;0;5;1;шт.;;;Друзья;;Прятки;;"1936_1.jpg;1936_2.jpg;1936_3.jpg";Henry Cats and Friends;;;;;HZP1-04A;Возьму с собой:;косметички;Возьму с собой:;в дорогу и в авто;Рабочее место:;папки для документов;1.8;8.37;6.7;4.71531E+12;W34.5 x H24.5 cm
#1938;Визитница с кисками «Собачки Генри»;;"Возьму с собой:в сумку или сумочку;Рабочее место:аксессуары";635;0;Рубли;0;0;1;шт.;;;Собачки;;Собачки Генри;;"1938_1.jpg;1938_2.jpg;1938_3.jpg";Henry Cats and Friends;;;;;SNC1-16A;Возьму с собой:;в сумку или сумочку;Рабочее место:;аксессуары;;;2.1;9.765;9.77;4.71531E+12;"W 15 x H 10.5cm
(6"" x 4"")"
#1939;Визитница с кисками «Кафе Генри»;;"Возьму с собой:в сумку или сумочку;Рабочее место:аксессуары";635;0;Рубли;0;0;1;шт.;;;Котики;;Кафе Генри;;"1939_1.jpg;1939_2.jpg;1939_3.jpg";Henry Cats and Friends;;;;;SNC1-54;Возьму с собой:;в сумку или сумочку;Рабочее место:;аксессуары;;;2.1;9.765;9.77;4.71531E+12;"W 15 x H 10.5cm
(6"" x 4"")"
#1940;Визитница «Кленовый город»;;"Возьму с собой:в сумку или сумочку;Рабочее место:аксессуары";635;0;Рубли;0;0;1;шт.;;;Друзья;;Кленовый город;;"1940_1.jpg;1940_2.jpg;1940_3.jpg";Henry Cats and Friends;;;;;SNC1-56;Возьму с собой:;в сумку или сумочку;Рабочее место:;аксессуары;;;2.1;9.765;9.77;4.71531E+12;"W 15 x H 10.5cm
(6"" x 4"")"
#1944;Вешалка для одежды настенная 4 крюка для самостоятельной сборки Миго;;Хочу для дома:...или на стену;1306;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1944_1.jpg;1944_2.jpg;1944_3.jpg";Henry Cats and Friends;;;;;HWH1-CA008A;Хочу для дома:;...или на стену;;;;;7.2;33.48;20.09;4.71531E+12;38 x19 x 8.7 cm
#1945;Вешалка для одежды настенная 4 крюка для самостоятельной сборки Белла;;Хочу для дома:...или на стену;1306;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1945_1.jpg;1945_2.jpg;1945_3.jpg";Henry Cats and Friends;;;;;HWH1-CA011;Хочу для дома:;...или на стену;;;;;7.2;33.48;20.09;4.71531E+12;38 x19 x 8.7 cm
#1948;Рюкзак складной кот Миго;;"Возьму с собой:сумки и сумочки;Возьму с собой:в дорогу и в авто";2418;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1948_1.jpg;1948_2.jpg;1948_3.jpg";Henry Cats and Friends;;;;;FFB1-CA008A;Возьму с собой:;сумки и сумочки;Возьму с собой:;в дорогу и в авто;;;8;37.2;37.2;4.71531E+12;"44X42X14cm; Strap 36cm"
#1951;Рюкзак универсальный Цирк щенок Денни;Надежный рюкзак из сверхпрочного канваса с внутренним и 2 внешними карманами на молнии.;"Возьму с собой:сумки и сумочки;Возьму с собой:в дорогу и в авто";2902;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Цирк;Щенок Денни;"1951_1.jpg;1951_2.jpg;1951_3.jpg";Henry Cats and Friends;;;;;FBP1A-59S;Возьму с собой:;сумки и сумочки;Возьму с собой:;в дорогу и в авто;;;12;55.8;44.64;4.71531E+12;H35 x W29 x L12 cm
#1952;Рюкзак универсальный Цирк собачка Пуддинг;Надежный рюкзак из сверхпрочного канваса с внутренним и 2 внешними карманами на молнии.;"Возьму с собой:сумки и сумочки;Возьму с собой:в дорогу и в авто";2902;0;Рубли;0;5;1;шт.;Девочки;Скорпион;Собачки;;Цирк;Собачка Пуддинг;"1952_1.jpg;1952_2.jpg;1952_3.jpg";Henry Cats and Friends;;;;;FBP1B-59S;Возьму с собой:;сумки и сумочки;Возьму с собой:;в дорогу и в авто;;;12;55.8;44.64;4.71531E+12;H35 x W29 x L12 cm
#1953;Сумка-клатч Цирк кошки Миго и Белла;Сумка-клатч из прочного канваса с внутренним и внешним карманами на молнии. Ремень регулируется по длине.;Возьму с собой:сумки и сумочки;3627;0;Рубли;0;5;1;шт.;;;Котики;;Цирк;;"1953_1.jpg;1953_2.jpg;1953_3.jpg";Henry Cats and Friends;;;;;FCB2A-59S;Возьму с собой:;сумки и сумочки;;;;;12;55.8;55.8;4.71531E+12;H34 x W32 x D2~4.5 cm
#1954;Сумка-клатч Цирк кошка Флауэр и собачка Пуддинг;Сумка-клатч из прочного канваса с внутренним и внешним карманами на молнии. Ремень регулируется по длине.;Возьму с собой:сумки и сумочки;3627;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1954_1.jpg;1954_2.jpg;1954_3.jpg";Henry Cats and Friends;;;;;FCB2B-59S;Возьму с собой:;сумки и сумочки;;;;;12;55.8;55.8;4.71531E+12;H34 x W32 x D2~4.5 cm
#1955;Сумка-почтальонка Цирк кот Симба и друзья;Стильная сумка-почтальонка из сверхпрочного канваса с внутренним карманом на молнии. Ремень регулируется по длине.;Возьму с собой:сумки и сумочки;3325;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1955_1.jpg;1955_2.jpg;1955_3.jpg";Henry Cats and Friends;;;;;FCB3A-59S;Возьму с собой:;сумки и сумочки;;;;;11;51.15;51.15;4.71531E+12;H30 x L34 x W9cm
#1956;Сумка-почтальонка Цирк кошка Белла и друзья;Стильная сумка-почтальонка из сверхпрочного канваса с внутренним карманом на молнии. Ремень регулируется по длине.;Возьму с собой:сумки и сумочки;3325;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1956_1.jpg;1956_2.jpg;1956_3.jpg";Henry Cats and Friends;;;;;FCB3B-59S;Возьму с собой:;сумки и сумочки;;;;;11;51.15;51.15;4.71531E+12;H30 x L34 x W9cm
#1957;Кошелек-монетница с Кошками Генри;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;"Возьму с собой:кошельки и портмоне;Возьму с собой:в сумку или сумочку";544;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1957_1.jpg;1957_2.jpg;1957_3.jpg";Henry Cats and Friends;;;;;FCP5-8A;Возьму с собой:;кошельки и портмоне;Возьму с собой:;в сумку или сумочку;;;1.8;8.37;8.37;6.92689E+12;W10cm x H8cm x D1.5cm
#1958;Кошелек-монетница Радуемся с кошкой Беллой;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;544;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1958_1.jpg;1958_2.jpg;1958_3.jpg";Henry Cats and Friends;;;;;FCP5-CA011;Возьму с собой:;кошельки и портмоне;;;;;1.8;8.37;8.37;4.71531E+12;W11xH9xD3.5 cm
#1959;Кошелек-монетница Радуемся с кошкой Хеной;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;544;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1959_1.jpg;1959_2.jpg;1959_3.jpg";Henry Cats and Friends;;;;;FCP5-CA028;Возьму с собой:;кошельки и портмоне;;;;;1.8;8.37;8.37;4.71531E+12;W11xH9xD3.5 cm
#1960;Кошелек-монетница Радуемся с котом Эдди;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;544;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1960_1.jpg;1960_2.jpg;1960_3.jpg";Henry Cats and Friends;;;;;FCP5-CA029;Возьму с собой:;кошельки и портмоне;;;;;1.8;8.37;8.37;4.71531E+12;W11xH9xD3.5 cm
#1961;Кошелек-монетница Радуемся с щенком Денни;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;544;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1961_1.jpg;1961_2.jpg;1961_3.jpg";Henry Cats and Friends;;;;;FCP5-DO006;Возьму с собой:;кошельки и портмоне;;;;;1.8;8.37;8.37;4.71531E+12;W11xH9xD3.5 cm
#1962;Кошелек-монетница круглая с Кошками Генри;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;605;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1962_1.jpg;1962_2.jpg;1962_3.jpg";Henry Cats and Friends;;;;;FCP6-8A;Возьму с собой:;кошельки и портмоне;;;;;2;9.3;9.3;6.92689E+12;D2cm x 9cm in dia
#1963;Кошелек-монетница круглая Радуемся с кошкой Беллой;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;605;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1963_1.jpg;1963_2.jpg;1963_3.jpg";Henry Cats and Friends;;;;;FCP6-CA011;Возьму с собой:;кошельки и портмоне;;;;;2;9.3;9.3;4.71531E+12;9 dia x D2 cm
#1964;Кошелек-монетница круглая Радуемся с кисой Хеной;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;605;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1964_1.jpg;1964_2.jpg;1964_3.jpg";Henry Cats and Friends;;;;;FCP6-CA028;Возьму с собой:;кошельки и портмоне;;;;;2;9.3;9.3;4.71531E+12;9 dia x D2 cm
#1965;Кошелек-монетница круглая Радуемся с котом Эдди;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;605;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1965_1.jpg;1965_2.jpg;1965_3.jpg";Henry Cats and Friends;;;;;FCP6-CA029;Возьму с собой:;кошельки и портмоне;;;;;2;9.3;9.3;4.71531E+12;9 dia x D2 cm
#1966;Кошелек-монетница круглая Радуемся с щенком Денни;Кошелек для мелочи и мелочевки из мягкого неопрена. Удобен также для хранения наушников, гарнитуры, флэш-карт и т.п.;Возьму с собой:кошельки и портмоне;605;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1966_1.jpg;1966_2.jpg;1966_3.jpg";Henry Cats and Friends;;;;;FCP6-DO006;Возьму с собой:;кошельки и портмоне;;;;;2;9.3;9.3;4.71531E+12;9 dia x D2 cm
#1967;Ридикюль-косметичка с Кошками Генри;Вместительный ридикюль-косметичка из мягкого материала на шнурке. Повесив ридикюль на запястье, можно использовать его как сумочку для прогулок, куда поместится вся нужная мелочевка, включая смарфон;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1967_1.jpg;1967_2.jpg;1967_3.jpg";Henry Cats and Friends;;;;;FDB3-8A;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;6.92689E+12;"13.5cm in dia H17cm 
strap: 19cm"
#1968;Ридикюль-косметичка Радуемся с кошкой Беллой;Вместительный ридикюль-косметичка из мягкого материала на шнурке. Повесив ридикюль на запястье, можно использовать его как сумочку для прогулок, куда поместится вся нужная мелочевка, включая смарфон;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1968_1.jpg;1968_2.jpg;1968_3.jpg";Henry Cats and Friends;;;;;FDB3-CA011;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;"13.5cm in dia H17cm 
strap: 19cm"
#1969;Ридикюль-косметичка Радуемся с кошкой Хеной;Вместительный ридикюль-косметичка из мягкого материала на шнурке. Повесив ридикюль на запястье, можно использовать его как сумочку для прогулок, куда поместится вся нужная мелочевка, включая смарфон;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1969_1.jpg;1969_2.jpg;1969_3.jpg";Henry Cats and Friends;;;;;FDB3-CA028;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;"13.5cm in dia H17cm 
strap: 19cm"
#1970;Ридикюль-косметичка Радуемся с котом Эдди;Вместительный ридикюль-косметичка из мягкого материала на шнурке. Повесив ридикюль на запястье, можно использовать его как сумочку для прогулок, куда поместится вся нужная мелочевка, включая смарфон;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1970_1.jpg;1970_2.jpg;1970_3.jpg";Henry Cats and Friends;;;;;FDB3-CA029;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;"13.5cm in dia H17cm 
strap: 19cm"
#1971;Ридикюль-косметичка Радуемся с щенком Денни;Вместительный ридикюль-косметичка из мягкого материала на шнурке. Повесив ридикюль на запястье, можно использовать его как сумочку для прогулок, куда поместится вся нужная мелочевка, включая смарфон;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1971_1.jpg;1971_2.jpg;1971_3.jpg";Henry Cats and Friends;;;;;FDB3-DO006;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;"13.5cm in dia H17cm 
strap: 19cm"
#1972;Сумка прогулочная с Кошками Генри;Небольшая прогулочная сумочка на молнии из мягкого неопрена и полиэстера, куда можно сложить все необходимое для короткой прогулки, в т.ч. планшет или таблетку;Возьму с собой:сумки и сумочки;1330;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1972_1.jpg;1972_2.jpg;1972_3.jpg";Henry Cats and Friends;;;;;FHB3-8A;Возьму с собой:;сумки и сумочки;;;;;4.4;20.46;20.46;6.92689E+12;"W24.5cm x H25.5cm x D11cm
Handle:3cm"
#1973;Сумка прогулочная Радуемся с кошкой Беллой;Небольшая прогулочная сумочка на молнии из мягкого неопрена и полиэстера, куда можно сложить все необходимое для короткой прогулки, в т.ч. планшет или таблетку;Возьму с собой:сумки и сумочки;1330;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1973_1.jpg;1973_2.jpg;1973_3.jpg";Henry Cats and Friends;;;;;FHB3-CA011;Возьму с собой:;сумки и сумочки;;;;;4.4;20.46;20.46;4.71531E+12;"W24.5cm x H25.5cm x D11cm
Handle:3cm"
#1974;Сумка прогулочная Радуемся с кошкой Хеной;Небольшая прогулочная сумочка на молнии из мягкого неопрена и полиэстера, куда можно сложить все необходимое для короткой прогулки, в т.ч. планшет или таблетку;Возьму с собой:сумки и сумочки;1330;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1974_1.jpg;1974_2.jpg;1974_3.jpg";Henry Cats and Friends;;;;;FHB3-CA028;Возьму с собой:;сумки и сумочки;;;;;4.4;20.46;20.46;4.71531E+12;"W24.5cm x H25.5cm x D11cm
Handle:3cm"
#1975;Сумка прогулочная Радуемся с котом Эдди;Небольшая прогулочная сумочка на молнии из мягкого неопрена и полиэстера, куда можно сложить все необходимое для короткой прогулки, в т.ч. планшет или таблетку;Возьму с собой:сумки и сумочки;1330;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1975_1.jpg;1975_2.jpg;1975_3.jpg";Henry Cats and Friends;;;;;FHB3-CA029;Возьму с собой:;сумки и сумочки;;;;;4.4;20.46;20.46;4.71531E+12;"W24.5cm x H25.5cm x D11cm
Handle:3cm"
#1976;Сумка прогулочная Радуемся с щенком Денни;Небольшая прогулочная сумочка на молнии из мягкого неопрена и полиэстера, куда можно сложить все необходимое для короткой прогулки, в т.ч. планшет или таблетку;Возьму с собой:сумки и сумочки;1330;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1976_1.jpg;1976_2.jpg;1976_3.jpg";Henry Cats and Friends;;;;;FHB3-DO006;Возьму с собой:;сумки и сумочки;;;;;4.4;20.46;20.46;4.71531E+12;"W24.5cm x H25.5cm x D11cm
Handle:3cm"
#1977;Ключница котенок Миго;Ключница с ручкой петлей на карабине из замши и полиэстера. Можно использовать как монетницу или небольшой кошелек.;Возьму с собой:в сумку или сумочку;580;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;Цирк;Котик Миго;"1977_1.jpg;1977_2.jpg;1977_3.jpg";Henry Cats and Friends;;;;;FKP2-CA008A;Возьму с собой:;в сумку или сумочку;;;;;2.4;11.16;8.93;4.71531E+12;"W13cm x H16.5cm x D3cm
Adjustable Strap:18.5cm"
#1978;Ключница кошка Белла;Ключница с ручкой петлей на карабине из замши и полиэстера. Можно использовать как монетницу или небольшой кошелек.;Возьму с собой:в сумку или сумочку;580;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Цирк;Кошка Белла;"1978_1.jpg;1978_2.jpg;1978_3.jpg";Henry Cats and Friends;;;;;FKP2-CA011;Возьму с собой:;в сумку или сумочку;;;;;2.4;11.16;8.93;4.71531E+12;"W11.5cm x H16cm x D3cm
Adjustable Strap:18.5cm"
#1979;Ключница щенок Денни;Ключница с ручкой петлей на карабине из замши и полиэстера. Можно использовать как монетницу или небольшой кошелек.;Возьму с собой:в сумку или сумочку;580;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Цирк;Щенок Денни;"1979_1.jpg;1979_2.jpg;1979_3.jpg";Henry Cats and Friends;;;;;FKP2-DO006;Возьму с собой:;в сумку или сумочку;;;;;2.4;11.16;8.93;4.71531E+12;"W13.5cm x H17cm x D3cm
Adjustable Strap:18.5cm"
#1980;Ключница собачка Пуддинг;Ключница с ручкой петлей на карабине из замши и полиэстера. Можно использовать как монетницу или небольшой кошелек.;Возьму с собой:в сумку или сумочку;580;0;Рубли;0;5;1;шт.;Девочки;Скорпион;Собачки;;Цирк;Собачка Пуддинг;"1980_1.jpg;1980_2.jpg;1980_3.jpg";Henry Cats and Friends;;;;;FKP2-DO019;Возьму с собой:;в сумку или сумочку;;;;;2.4;11.16;8.93;4.71531E+12;"W13.5cm x H17cm x D3cm
Adjustable Strap:18.5cm"
#1981;Ключница кролик Роби;Ключница с ручкой петлей на карабине из замши и полиэстера. Можно использовать как монетницу или небольшой кошелек.;Возьму с собой:в сумку или сумочку;580;0;Рубли;0;5;1;шт.;Мальчики;Козерог;Друзья;;Цирк;Кролик Роби;"1981_1.jpg;1981_2.jpg;1981_3.jpg";Henry Cats and Friends;;;;;FKP2-RA001;Возьму с собой:;в сумку или сумочку;;;;;2.4;11.16;8.93;4.71531E+12;"W13.5cm x H17cm x D3cm
Adjustable Strap:18.5cm"
#1982;Косметичка L с внутренним карманом Цирк собачки-мишки;Большая вместительная косметичка с дополнительным внутренним карманом из хлопка и полиэстера;"Возьму с собой:косметички;Рабочее место:ручки и карандаши;Хочу для дома:туалет";1149;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1982_1.jpg;1982_2.jpg;1982_3.jpg";Henry Cats and Friends;;;;;FMP6A-59S;Возьму с собой:;косметички;Рабочее место:;ручки и карандаши;Хочу для дома:;туалет;3.8;17.67;17.67;4.71531E+12;"H17 x W22.5 cm
"
#1983;Косметичка L с внутренним карманом Цирк кошки-собачки;Большая вместительная косметичка с дополнительным внутренним карманом из хлопка и полиэстера;"Возьму с собой:косметички;Рабочее место:ручки и карандаши;Хочу для дома:туалет";1149;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1983_1.jpg;1983_2.jpg;1983_3.jpg";Henry Cats and Friends;;;;;FMP6B-59S;Возьму с собой:;косметички;Рабочее место:;ручки и карандаши;Хочу для дома:;туалет;3.8;17.67;17.67;4.71531E+12;"H17 x W22.5 cm
"
#1984;Косметичка L с внутренним карманом Цирк шиншилла-сова;Большая вместительная косметичка с дополнительным внутренним карманом из хлопка и полиэстера;"Возьму с собой:косметички;Рабочее место:ручки и карандаши;Хочу для дома:туалет";1149;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1984_1.jpg;1984_2.jpg;1984_3.jpg";Henry Cats and Friends;;;;;FMP6C-59S;Возьму с собой:;косметички;Рабочее место:;ручки и карандаши;Хочу для дома:;туалет;3.8;17.67;17.67;4.71531E+12;"H17 x W22.5 cm
"
#1985;Косметичка с кошками Генри;Удобная косметичка-чехол для полезных ежедневных мелочей. Мягкий материал косметички защитит содержимое от повреждений.;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1985_1.jpg;1985_2.jpg;1985_3.jpg";Henry Cats and Friends;;;;;FMP7-8A;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;6.92689E+12;W18xH14xD6 cm
#1986;Косметичка Радуемся с кошкой Беллой;Удобная косметичка-чехол для полезных ежедневных мелочей. Мягкий материал косметички защитит содержимое от повреждений.;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1986_1.jpg;1986_2.jpg;1986_3.jpg";Henry Cats and Friends;;;;;FMP7-CA011;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;W18xH14xD6 cm
