Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1819;Кошелек хрюшка Чубби;Кошелёк с молнией для мелочи и мелочевки хрюшка;Возьму с собой:кошельки и портмоне;363;0;Рубли;0;0;1;шт.;Девочки;Весы;Друзья;;;Мини-пиг Чубби;"1819_1.jpg;1819_2.jpg;1819_3.jpg";Henry Cats and Friends;;;;;FCP-PI001;Возьму с собой:;кошельки и портмоне;;;;;1.2;5.58;5.58;4.71218E+12;W 11 x H 8cm
#1820;Кошелек на защелке «Собачки Генри»;Кошелек собачками женский для мелочи с защелкой.;Возьму с собой:кошельки и портмоне;907;0;Рубли;0;0;1;шт.;;;Собачки;;Собачки Генри;;"1820_1.jpg;1820_2.jpg;1820_3.jpg";Henry Cats and Friends;;;;;FCP3A-16A;Возьму с собой:;кошельки и портмоне;;;;;3;13.95;13.95;4.71218E+12;L 10.5 x H 8 x D 3cm
#1821;Кошелек квадратный на молниий «Собачки Генри»;Кошелек собачками женский для мелочи с защелкой.;Возьму с собой:кошельки и портмоне;580;0;Рубли;0;0;1;шт.;;;Собачки;;Собачки Генри;;"1821_1.jpg;1821_2.jpg;1821_3.jpg";Henry Cats and Friends;;;;;FCP4-16A;Возьму с собой:;кошельки и портмоне;;;;;2.4;11.16;8.93;4.71531E+12;7.0 X 7.0cm
#1822;Портмоне-конверт «Собачки Генри»;Большое женское портмоне 5-ти секционное, с отделениями для визиток.;Возьму с собой:кошельки и портмоне;1838;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1822_1.jpg;1822_2.jpg;1822_3.jpg";Henry Cats and Friends;;;;;FEW1-16A;Возьму с собой:;кошельки и портмоне;;;;;7.6;35.34;28.27;4.71531E+12;20.5 x 10.5 x 2.5 cm
#1823;Кошелек потайной на шею «Цветы вишни»;Кошелек потайной на шею с несколькими отделениями и клапаном «Цветы вишни»;"Возьму с собой:в дорогу и в авто;Возьму с собой:кошельки и портмоне";774;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1823_1.jpg;1823_2.jpg;1823_3.jpg";Henry Cats and Friends;;;;;FTP2-48;Возьму с собой:;в дорогу и в авто;Возьму с собой:;кошельки и портмоне;;;3.2;14.88;11.9;4.71531E+12;"20 x 15 x 0.8 cm; strap 62 cm"
#1824;Кошелек потайной на шею «Кафе Генри»;Кошелек потайной на шею с несколькими отделениями и клапаном  «Кафе Генри»;"Возьму с собой:в дорогу и в авто;Возьму с собой:кошельки и портмоне";774;0;Рубли;0;5;1;шт.;;;Котики;;Кафе Генри;;"1824_1.jpg;1824_2.jpg;1824_3.jpg";Henry Cats and Friends;;;;;FTP2-54;Возьму с собой:;в дорогу и в авто;Возьму с собой:;кошельки и портмоне;;;3.2;14.88;11.9;4.71531E+12;"20 x 15 x 0.8 cm; strap 62 cm"
#1825;Кошелек потайной на шею «Лаванда и ветер»;Кошелек потайной на шею с несколькими отделениями и клапаном  «Лаванда и ветер»;"Возьму с собой:в дорогу и в авто;Возьму с собой:кошельки и портмоне";774;0;Рубли;0;5;1;шт.;;;Друзья;;Лаванда и ветер;;"1825_1.jpg;1825_2.jpg;1825_3.jpg";Henry Cats and Friends;;;;;FTP2-61;Возьму с собой:;в дорогу и в авто;Возьму с собой:;кошельки и портмоне;;;3.2;14.88;11.9;4.71531E+12;"20 x 15 x 0.8 cm; strap 62 cm"
#1826;Кошелек потайной на шею «Уличный ансамбль»;Кошелек потайной на шею с несколькими отделениями и клапаном  «Уличный ансамбль»;"Возьму с собой:в дорогу и в авто;Возьму с собой:кошельки и портмоне";774;0;Рубли;0;5;1;шт.;;;Друзья;;Уличный ансамбль;;"1826_1.jpg;1826_2.jpg;1826_3.jpg";Henry Cats and Friends;;;;;FTP2-62;Возьму с собой:;в дорогу и в авто;Возьму с собой:;кошельки и портмоне;;;3.2;14.88;11.9;4.71531E+12;"20 x 15 x 0.8 cm; strap 62 cm"
#1827;Кошелек-сумочка «Цветы вишни»;Кошелек-сумочка «Цветы вишни»;"Возьму с собой:кошельки и портмоне;Возьму с собой:сумки и сумочки;Возьму с собой:косметички";919;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1827_1.jpg;1827_2.jpg;1827_3.jpg";Henry Cats and Friends;;;;;FWR2-48;Возьму с собой:;кошельки и портмоне;Возьму с собой:;сумки и сумочки;Возьму с собой:;косметички;3.8;17.67;14.14;4.71531E+12;"W16 x 11.5 x D1cm ; strap : 32.5cm"
#1828;Кошелек-сумочка «Прятки»;Кошелек-сумочка «Прятки»;"Возьму с собой:кошельки и портмоне;Возьму с собой:сумки и сумочки;Возьму с собой:косметички";919;0;Рубли;0;5;1;шт.;;;Друзья;;Прятки;;"1828_1.jpg;1828_2.jpg;1828_3.jpg";Henry Cats and Friends;;;;;FWR2-4A;Возьму с собой:;кошельки и портмоне;Возьму с собой:;сумки и сумочки;Возьму с собой:;косметички;3.8;17.67;14.14;4.71531E+12;"W16 x 11.5 x D1cm ; strap : 32.5cm"
#1829;Кошелек-сумочка «Кафе Генри»;Кошелек-сумочка «Кафе Генри»;"Возьму с собой:кошельки и портмоне;Возьму с собой:сумки и сумочки;Возьму с собой:косметички";919;0;Рубли;0;5;1;шт.;;;Котики;;Кафе Генри;;"1829_1.jpg;1829_2.jpg;1829_3.jpg";Henry Cats and Friends;;;;;FWR2-54;Возьму с собой:;кошельки и портмоне;Возьму с собой:;сумки и сумочки;Возьму с собой:;косметички;3.8;17.67;14.14;4.71531E+12;"W16 x 11.5 x D1cm ; strap : 32.5cm"
#1830;Кошелек-сумочка «Лаванда и ветер»;Кошелек-сумочка «Лаванда и ветер»;"Возьму с собой:кошельки и портмоне;Возьму с собой:сумки и сумочки;Возьму с собой:косметички";919;0;Рубли;0;5;1;шт.;;;Друзья;;Лаванда и ветер;;"1830_1.jpg;1830_2.jpg;1830_3.jpg";Henry Cats and Friends;;;;;FWR2-61;Возьму с собой:;кошельки и портмоне;Возьму с собой:;сумки и сумочки;Возьму с собой:;косметички;3.8;17.67;14.14;4.71531E+12;"W16 x 11.5 x D1cm ; strap : 32.5cm"
#1831;Набор маникюрный с собачками «Собачки Генри»;Набор маникюрный с собачками «Собачки Генри»;"Возьму с собой:в дорогу и в авто;Хочу для дома:туалет";556;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1831_1.jpg;1831_2.jpg;1831_3.jpg";Henry Cats and Friends;;;;;FMS1-16A;Возьму с собой:;в дорогу и в авто;Хочу для дома:;туалет;;;2.3;10.695;8.56;4.71531E+12;10 x 6 x 2.3 cm
#1832;Маникюрный набор с кошечками «Цветы вишни»;Маникюрный набор с кошечками «Цветы вишни»;"Возьму с собой:в дорогу и в авто;Хочу для дома:туалет";556;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1832_1.jpg;1832_2.jpg;1832_3.jpg";Henry Cats and Friends;;;;;FMS1-48;Возьму с собой:;в дорогу и в авто;Хочу для дома:;туалет;;;2.3;10.695;8.56;4.71531E+12;10 x 6 x 2.3 cm
#1833;Набор маникюрный с кошечками «Лаванда и ветер»;Набор маникюрный с кошечками «Лаванда и ветер»;"Возьму с собой:в дорогу и в авто;Хочу для дома:туалет";556;0;Рубли;0;5;1;шт.;;;Друзья;;Лаванда и ветер;;"1833_1.jpg;1833_2.jpg;1833_3.jpg";Henry Cats and Friends;;;;;FMS1-61;Возьму с собой:;в дорогу и в авто;Хочу для дома:;туалет;;;2.3;10.695;8.56;4.71531E+12;10 x 6 x 2.3 cm
#1834;Маникюрный набор с кошками «Уличный ансамбль»;Маникюрный набор с кошками «Уличный ансамбль»;"Возьму с собой:в дорогу и в авто;Хочу для дома:туалет";556;0;Рубли;0;5;1;шт.;;;Друзья;;Уличный ансамбль;;"1834_1.jpg;1834_2.jpg;1834_3.jpg";Henry Cats and Friends;;;;;FMS1-62;Возьму с собой:;в дорогу и в авто;Хочу для дома:;туалет;;;2.3;10.695;8.56;4.71531E+12;10 x 6 x 2.3 cm
#1836;Багажная бирка кошка Оливия;Обложка для проездного, пропуска, кредиток с карабином;"Возьму с собой:обложки самые разные;Возьму с собой:в дорогу и в авто";387;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Оливия;"1836_1.jpg;1836_2.jpg;1836_3.jpg";Henry Cats and Friends;;;;;FBH-CA015;Возьму с собой:;обложки самые разные;Возьму с собой:;в дорогу и в авто;;;1.6;7.44;5.95;4.71531E+12;13x9.4cm
#1837;Багажная бирка щенок Денни;Обложка для проездного, пропуска, кредиток с карабином;"Возьму с собой:обложки самые разные;Возьму с собой:в дорогу и в авто";387;0;Рубли;0;2;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1837_1.jpg;1837_2.jpg;1837_3.jpg";Henry Cats and Friends;;;;;FBH-DO006;Возьму с собой:;обложки самые разные;Возьму с собой:;в дорогу и в авто;;;1.6;7.44;5.95;4.71531E+12;9x13.8cm
#1838;Багажная бирка собачка Дора;Обложка для проездного, пропуска, кредиток с карабином;"Возьму с собой:обложки самые разные;Возьму с собой:в дорогу и в авто";387;0;Рубли;0;3;1;шт.;Девочки;Стрелец;Собачки;;;Йорик Дора;"1838_1.jpg;1838_2.jpg;1838_3.jpg";Henry Cats and Friends;;;;;FBH-DO018;Возьму с собой:;обложки самые разные;Возьму с собой:;в дорогу и в авто;;;1.6;7.44;5.95;4.71531E+12;11.9x9.6cm
#1839;Обложка для книг с регулируемой толщиной с собачками «Собачки Генри»;Обложка для книг с изображениями кошек и дополгительными кармашками для хранения ручек и карт. Подходит для книг разной толщины (изменяемая толщина).;Возьму с собой:обложки самые разные;677;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1839_1.jpg;1839_2.jpg;1839_3.jpg";Henry Cats and Friends;;;;;SBS1-16A;Возьму с собой:;обложки самые разные;;;;;3.2;14.88;10.42;4.71531E+12;W17xH23cm (Folded) W46.5xH23cm(unfolded)
